target	source	prob	count
szirakuzába	touching	1.0	1
sziroföníciai	greek	1.0	1
szirtes	run	1.0	1
szivacsot	sponge	0.75	3
szivárvány	rainbow	1.0	2
szkévának	seven	1.0	1
szkíta	or	0.5	1
szmirnai	angel	1.0	1
szmirnába	smyrna	1.0	1
szobádba	room	1.0	1
szobákban	rooms	1.0	1
szokott	accustomed	0.3333	1
szokta	takes	1.0	1
szoktak	carried	1.0	1
szokás	custom	1.0	3
szokása	custom	0.8	4
szokások	customs	0.5	1
szokásuk	custom	1.0	2
szokásunk	custom	1.0	1
szokását	customs	1.0	1
szolga	servant	0.7857	22
szolgai	form	1.0	1
szolgaság	receive	0.5	1
szolgaságra	bearing	0.5	1
szolgatárs	bondservant	1.0	1
szolgatársa	fellow	0.5	1
szolgatársad	i	1.0	2
szolgatársadon	servant	1.0	1
szolgatársai	fellow	0.5	2
szolgatársaiknak	servants	1.0	1
szolgatársait	fellow	1.0	1
szolgatársam	partner	1.0	1
szolgatársunktól	servant	1.0	1
szolgádat	servant	1.0	1
szolgádnak	servant	1.0	1
szolgái	servants	0.7917	19
szolgáidnak	bondservants	0.5	1
szolgáikon	them	1.0	1
szolgáim	servants	1.0	1
szolgáimat	seduces	1.0	1
szolgáimra	servants	1.0	1
szolgáinak	servants	0.8571	6
szolgáit	servants	0.9	9
szolgáitokat	servants	1.0	1
szolgáival	servants	1.0	1
szolgáivá	servants	0.6667	2
szolgája	servant	0.9048	19
szolgájához	priest	1.0	1
szolgájának	servant	1.0	4
szolgájára	priest	1.0	1
szolgáját	servant	0.875	7
szolgájává	servant	0.5	3
szolgák	servants	0.6	9
szolgákat	servants	0.5	3
szolgákkal	officers	0.6667	2
szolgákká	bondage	0.3333	1
szolgáknak	servants	1.0	4
szolgákul	servants	1.0	1
szolgál	serves	0.5385	7
szolgálat	building	0.5	1
szolgálata	with	0.4	2
szolgálatban	service	0.4444	4
szolgálatnak	ministry	0.6667	2
szolgálatodat	fulfill	0.5	1
szolgálatokban	various	1.0	1
szolgálatom	may	1.0	1
szolgálatomat	an	1.0	1
szolgálatomra	toward	1.0	1
szolgálatot	ministry	0.4	2
szolgálatra	service	0.6667	2
szolgálatról	service	1.0	1
szolgálattevőt	worshiper	1.0	1
szolgálatukat	service	1.0	1
szolgálatunk	concerning	0.5	1
szolgálatunkat	service	1.0	1
szolgálatában	throwing	0.5	1
szolgálatának	service	1.0	1
szolgálatára	serve	0.4	2
szolgálatát	ministry	0.5	1
szolgálhat	serve	1.0	2
szolgálhattok	serve	1.0	2
szolgálj	serve	0.75	3
szolgálja	god	1.0	1
szolgáljak	might	1.0	1
szolgáljanak	serve	0.4286	3
szolgáljatok	serve	0.5	2
szolgáljon	serve	0.75	3
szolgáljunk	serve	0.75	3
szolgálnak	serve	0.4545	5
szolgálni	principles	0.5	1
szolgálok	serve	0.4444	4
szolgált	served	0.625	5
szolgálta	served	1.0	1
szolgáltak	served	0.8333	5
szolgáltam	before	1.0	1
szolgáltass	defend	1.0	1
szolgáltat	avenge	1.0	1
szolgáltathat	can	1.0	1
szolgáltatja	supplies	1.0	1
szolgáltatok	defend	1.0	1
szolgáltok	serve	0.6667	2
szolgáltunk	have	0.5	1
szolgálták	served	1.0	1
szolgálunk	us	0.5	2
szolgálva	serving	0.6	3
szolgáló	servant	0.5	2
szolgálói	priest	1.0	1
szolgálóleány	maid	0.5	1
szolgálóleánya	servant	1.0	1
szolgálóleányaimra	handmaidens	1.0	1
szolgálóleányka	girl	1.0	1
szolgálóleányokat	maidservants	1.0	1
szolgálóleányának	at	1.0	1
szolgálólány	servant	1.0	1
szolgálót	servant	1.0	1
szolgálótól	servant	1.0	2
szolgám	servant	1.0	8
szolgámnak	servant	1.0	2
szolgának	servant	0.6667	4
szolgát	servant	0.75	6
szolgátok	servant	0.8	4
szolgától	bondservant	1.0	1
szolgává	appoint	0.5	1
szombat	sabbath	1.0	10
szombatját	after	1.0	1
szombatnak	sabbath	1.0	4
szombatnapi	sabbath	1.0	2
szombatnapon	sabbath	0.3846	20
szombaton	sabbath	0.9444	17
szombatot	sabbath	0.6	3
szombatért	sabbath	1.0	1
szomjazik	thirsty	0.6667	4
szomjaznak	thirst	1.0	1
szomjazom	thirsty	1.0	1
szomjaztam	thirsty	1.0	2
szomjaztál	thirsty	1.0	2
szomjazunk	hunger	1.0	1
szomjazzam	thirsty	1.0	1
szomjazónak	give	1.0	1
szomjúhoznak	thirsty	1.0	1
szomjúságban	thirst	1.0	1
szomorkodni	sorrowful	1.0	2
szomorkodtok	sorrowful	1.0	1
szomorodjak	from	1.0	1
szomorodnotok	grieved	1.0	1
szomorodtatok	grieved	1.0	1
szomorított	just	1.0	1
szomorítsátok	grieve	1.0	1
szomorú	exceedingly	0.5	1
szomorúan	walk	1.0	1
szomorúság	sorrow	0.8	4
szomorúságban	sorrow	0.6667	2
szomorúsággal	sorrow	1.0	1
szomorúságom	sorrow	0.5	1
szomorúságomra	sorrow	1.0	1
szomorúságotok	sorrow	1.0	1
szomorúságra	gloom	1.0	1
szomorúságtok	way	1.0	1
szomorúságtól	grief	1.0	1
szomszéd	together	1.0	1
szomszédai	neighbors	1.0	1
szomszédaidat	neighbors	1.0	1
szomszédait	neighbors	1.0	2
szomszédjába	ground	1.0	1
szomszédok	neighbors	1.0	1
szomszédokat	lived	1.0	1
szomszédos	next	1.0	1
szoptattak	nursed	1.0	1
szoptató	babies	0.5	1
szoptatós	nurse	1.0	1
szoptál	nursed	1.0	1
szorgalmas	anxious	1.0	1
szorgalmasan	accurately	0.5	2
szorgalommal	shows	1.0	1
szorongassák	press	1.0	1
szorongat	compels	0.5	1
szorongatnak	side	0.6667	2
szorongatott	pressed	1.0	1
szorongatta	compelled	0.5	1
szorongattatom	hard	0.5	1
szorongattattok	afflicted	1.0	1
szorongattatás	anguish	0.5	3
szorongattatásban	hardships	0.5	1
szorongattatások	afflictions	1.0	2
szorongattatásokban	distresses	1.0	1
szorongattatással	repay	1.0	1
szorongattatásunk	distress	1.0	1
szorongok	distressed	1.0	1
szoros	narrow	1.0	3
szorul	need	0.5	1
szoruljatok	may	1.0	1
szorult	because	1.0	1
szorít	pressing	1.0	1
szorította	stocks	1.0	1
szoszipatrosz	relatives	1.0	1
sztakhüszomat	stachys	1.0	1
sztefanász	stephanas	1.0	3
sztoikus	stoic	1.0	1
szádban	mouth	1.0	2
száddal	will	1.0	1
száguldó	chariots	1.0	1
száj	mouth	1.0	4
szája	mouth	0.875	7
szájat	mouth	1.0	1
szájból	mouth	1.0	2
szájjal	mouth	1.0	2
szájon	mouth	0.75	3
szájuk	mouth	1.0	2
szájukban	horses	0.25	1
szájukból	mouths	0.4	2
szájába	mouths	1.0	1
szájában	was	1.0	1
szájából	mouth	0.8125	13
szájához	mouth	1.0	1
szájára	tomb	1.0	2
szájáról	door	1.0	2
száját	mouth	0.7273	8
szájával	draw	1.0	1
szálimhoz	enon	0.5	1
szálkát	speck	0.75	6
száll	comes	0.3333	2
szállanom	decrease	1.0	1
szállj	come	1.0	2
szálljanak	get	1.0	2
szálljon	come	0.6	6
szálljunk	stay	1.0	1
szállnak	becomes	1.0	1
szállott	down	0.25	1
szállsz	against	1.0	1
szállt	into	0.35	7
szállta	came	0.3333	2
szálltak	boat	0.5	1
szálltam	come	1.0	3
szállva	boat	1.0	1
szállás	guest	0.5	2
szálláson	lodging	0.5	1
szállásra	sinner	1.0	1
szállást	for	0.6667	2
szállásán	house	1.0	1
szállására	lodging	0.5	1
szállított	board	1.0	1
szám	number	1.0	3
száma	number	0.6667	6
számadással	account	1.0	1
számadást	settled	1.0	1
számadók	account	1.0	1
számat	mouth	1.0	2
számba	mouth	1.0	1
számban	fullness	0.5	2
számból	mouth	1.0	2
számlálhatott	count	1.0	1
számlálja	understanding	1.0	1
számlálták	counted	1.0	2
számnak	will	1.0	1
számon	counted	1.0	1
számos	many	1.0	1
számoszba	samos	1.0	1
számot	account	0.4444	4
számotokra	you	1.0	5
számuk	number	1.0	2
számukat	number	1.0	1
számukra	them	0.5	1
számunkra	examples	1.0	1
számán	on	1.0	1
számára	adorned	0.25	1
számát	sealed	0.6667	2
számít	thing	1.0	1
számítanak	counted	1.0	1
számítani	number	1.0	1
számítsd	account	1.0	1
számíttatik	charged	1.0	1
számítva	enoch	1.0	1
szánakozom	compassion	1.0	2
szándék	counsel	0.5	1
szándékait	schemes	1.0	1
szándékból	uncleanness	1.0	1
szándékomat	purpose	1.0	1
szándékon	mind	1.0	1
szándékosan	sin	1.0	1
szándékot	purpose	1.0	1
szándékotok	year	1.0	1
szándékuk	kill	0.5	1
szándékuknak	their	1.0	1
szándékában	imagination	1.0	1
szánjátok	present	1.0	4
szánk	mouth	1.0	1
szánt	grace	0.25	1
szántson	threshes	1.0	1
szántuk	within	1.0	1
szánták	set	1.0	1
szántóföld	field	1.0	2
szántóföldben	treasure	1.0	1
szántóföldeket	land	1.0	1
szántóföldet	field	1.0	2
szántóföldje	farming	1.0	1
szántóföldjeit	land	1.0	1
szántóföldjére	farm	1.0	1
szántóföldjét	lands	1.0	1
szántóvető	farmer	1.0	1
száradt	did	1.0	1
szárazföldet	land	1.0	1
szárazföldhöz	drawing	0.5	1
szárazföldre	land	1.0	2
szárazföldön	land	1.0	1
szárazon	land	1.0	1
szárazra	boats	1.0	1
szárazzal	dry	1.0	1
szárdiszba	sardis	1.0	1
szárdiszban	names	1.0	1
szárdiszi	angel	1.0	1
szárdonix	sardonyx	1.0	1
származhat	is	1.0	1
származik	proceeds	0.6667	2
származnak	cause	1.0	1
származott	came	0.3333	1
származtak	body	0.5	1
származtam	out	1.0	1
származzék	mouth	0.5	1
származás	children	1.0	1
származása	man	1.0	1
származását	pharaoh	1.0	1
származású	race	1.0	3
szárnya	wings	0.75	3
szárnyaik	iron	1.0	1
szátokból	proceed	0.5	1
száz	hundred	1.0	6
százados	centurion	1.0	12
századosnak	centurion	0.8333	5
századosok	centurions	1.0	2
századosokat	centurions	1.0	1
századost	centurion	1.0	2
századostól	centurion	1.0	1
százannyit	one	0.3	6
százasával	hundreds	1.0	1
százfontnyit	hundred	1.0	1
százhúsz	number	1.0	1
száznegyvennégy	hundred	1.0	1
száznegyvennégyezer	thousand	0.6667	2
száznegyvennégyezren	number	1.0	1
százszoros	much	1.0	1
százötvenhárommal	even	1.0	1
szégyell	ashamed	1.0	2
szégyelld	ashamed	1.0	1
szégyellek	beg	1.0	1
szégyellem	ashamed	1.0	2
szégyelli	ashamed	1.0	2
szégyellni	ashamed	1.0	2
szégyellte	ashamed	0.5	1
szégyenben	disappointed	1.0	1
szégyenemet	reproach	1.0	1
szégyenfoltok	defects	0.5	1
szégyenkeztek	now	1.0	1
szégyenkezve	shame	0.6667	2
szégyenkezzék	ashamed	1.0	1
szégyenletes	shame	0.5	2
szégyennek	man	0.5	1
szégyent	ashamed	0.2222	2
szégyenét	shame	1.0	1
szégyenít	disappoint	1.0	1
szégyenül	disappointed	1.0	3
szégyenüljünk	ashamed	0.5	1
szégyenülök	disappointed	1.0	1
szék	throne	0.9333	14
székbe	judgment	0.5	2
székben	sits	0.5	1
székből	proceed	1.0	1
széke	throne	1.0	5
széked	throne	1.0	1
székeit	sold	0.5	1
székek	dominions	1.0	1
székekben	were	1.0	1
székeket	thrones	1.0	1
széken	on	1.0	9
székibe	throne	1.0	1
széknél	crystal	1.0	1
székébe	glory	1.0	2
székében	throne	0.75	3
székéből	proceeding	1.0	1
székéhez	throne	1.0	1
székének	hand	0.6667	2
székére	of	1.0	2
székét	throne	1.0	2
székétől	saying	1.0	1
szél	wind	1.0	15
széles	all	0.3333	1
szélessége	width	1.0	3
szélfúvás	wind	1.0	1
szélingatta	shaken	1.0	1
széllel	wind	1.0	1
szélnek	euroclydon	0.3333	1
szélre	wind	1.0	1
széltől	driven	1.0	1
szélvihar	storm	1.0	1
szélvész	wind	0.4	2
szélvészhez	darkness	1.0	1
széléig	parts	1.0	1
szélére	hill	1.0	1
széléről	ends	1.0	2
szép	good	0.375	3
szépek	good	1.0	1
szépen	well	0.5	3
szépnek	appear	1.0	1
szépsége	appearance	1.0	1
szérűjét	floor	0.5	2
szét	to	1.0	3
szétfűrészelték	tempted	1.0	1
szétmorzsolja	dust	1.0	2
szétoszlott	broke	0.5	1
szétoszlottak	departed	1.0	1
szétosztja	plunder	1.0	1
szétosztogatták	distributed	1.0	1
szétosztom	poor	1.0	1
szétszaggatják	torn	1.0	1
szétszaggatta	torn	1.0	1
szétszakadoznak	burst	0.5	1
szétszakítja	pours	1.0	1
szétszéledtek	dispersed	0.5	1
szétszéledve	abroad	1.0	1
szétszórta	scattered	1.0	1
szétszórtakhoz	dispersion	1.0	1
szétszóródtak	abroad	0.5	2
szétzúzza	broken	1.0	1
szíjakkal	straps	1.0	1
szíját	loosen	1.0	2
színből	pretense	0.4	2
színe	the	0.5	4
színházba	theater	1.0	2
színig	shaken	1.0	1
színlelve	pretending	1.0	1
színlelésből	pretense	1.0	1
színén	surface	1.0	2
színéről	fellow	1.0	1
színültig	brim	1.0	1
szír	syrian	1.0	1
szíriába	syria	1.0	3
szíriában	syria	1.0	3
szíriának	regions	0.5	1
szíriát	syria	1.0	1
szítottak	persecution	1.0	1
szították	having	0.5	1
szítsd	stir	1.0	1
szív	heart	0.8	4
szívbeli	heart	1.0	1
szívből	heart	0.875	7
szíve	heart	0.7143	5
szíved	heart	1.0	2
szívedben	heart	0.8	4
szívedből	heart	0.6	3
szívedet	filled	0.5	1
szívednek	heart	1.0	1
szíveitekbe	hearts	1.0	1
szíveiteket	hearts	1.0	1
szívek	hearts	1.0	2
szíveket	knows	0.5	1
szívem	heart	0.75	3
szívemben	heart	1.0	1
szívemet	heart	1.0	3
szívesen	memories	0.5	1
szívesség	kindness	1.0	1
szívességben	kindness	1.0	1
szívet	kindness	1.0	1
szívetek	heart	0.8	8
szívetekben	hearts	0.75	9
szívetekből	each	1.0	1
szíveteket	hearts	0.5652	13
szíveteknek	singleness	1.0	2
szívleljétek	endure	1.0	1
szívnek	heart	0.4	2
szívre	heart	1.0	1
szívteleneknek	wicked	1.0	1
szívvel	heart	0.625	5
szívébe	heart	0.8	4
szívében	heart	1.0	10
szívéből	proceed	1.0	1
szívélyesek	gentle	1.0	1
szívén	care	1.0	1
szívének	out	0.8	4
szívét	hearts	0.6667	4
szívük	hearts	0.4118	7
szívükbe	their	0.3333	4
szívükben	cut	0.2	1
szívükből	heart	1.0	1
szívüket	they	0.6667	2
szívükkel	heart	0.6667	2
szívükre	heart	1.0	1
szívünk	our	0.4	4
szívünkbe	hearts	0.75	3
szívünkben	hearts	1.0	2
szívünket	hearts	0.6	3
szívünknél	heart	1.0	1
szívű	heart	0.6667	2
szívűek	heart	1.0	1
szívűeket	proclaim	1.0	1
szó	voice	0.2727	3
szóba	mentioned	1.0	1
szóban	work	1.0	1
szóharcok	word	1.0	1
szóig	said	1.0	1
szól	speaks	0.5714	20
szólal	crow	0.6667	2
szólaljon	speak	1.0	1
szólamokkal	they	1.0	1
szólanom	speak	1.0	1
szólhassuk	speak	1.0	1
szólhat	denied	1.0	1
szólhatna	speak	1.0	1
szólhatsz	speak	1.0	1
szólhattam	speak	1.0	1
szólhattok	speak	0.5	1
szólj	say	0.4286	3
szólja	speaks	0.6667	2
szóljak	speak	1.0	2
szóljanak	speak	0.4444	4
szóljatok	speak	0.5714	4
szóljon	speak	0.5	2
szóljuk	mystery	1.0	1
szólják	practices	0.5	1
szóljátok	is	0.5	1
szólna	his	0.5	2
szólnak	they	0.5	4
szólni	speak	0.6667	10
szólnom	patriarch	0.5	1
szólnátok	speak	1.0	1
szólnék	i	0.5	1
szólok	speak	0.5185	14
szólott	spoke	0.625	5
szólottam	spoke	1.0	1
szólsz	blaspheme	1.0	1
szólt	said	0.2883	32
szóltak	spoke	0.3684	7
szóltam	spoke	0.3636	4
szóltok	speak	0.6667	2
szóltunk	glorying	1.0	1
szólták	boldness	1.0	1
szólunk	speak	0.7143	5
szólva	words	0.5	2
szólván	through	1.0	1
szólás	cease	0.3333	1
szólása	or	1.0	1
szólásban	in	1.0	1
szólásnak	various	1.0	1
szólásra	about	0.5	1
szólást	languages	1.0	2
szólítja	name	1.0	1
szólított	cornelius	0.5	1
szólította	called	0.8571	6
szólítsatok	man	1.0	1
szólítva	himself	1.0	1
szóló	of	0.3333	2
szólók	beside	1.0	1
szólót	how	1.0	1
szónak	word	1.0	1
szópatér	sopater	1.0	1
szóra	word	1.0	1
szórt	abroad	0.5	1
szórtak	threw	1.0	1
szórtam	scatter	1.0	1
szórtuk	threw	1.0	1
szórták	road	0.5	1
szórtál	scatter	1.0	1
szórólapát	fork	0.5	1
szórólapátja	fan	0.5	1
szószthenész	our	1.0	1
szószthenészt	sosthenes	1.0	1
szószólónk	counselor	1.0	1
szót	word	0.3571	5
szóval	voice	0.55	11
szóvivő	chief	0.5	1
szózat	voice	0.7	14
szózatok	thunders	0.3333	1
szózatot	voice	0.5789	11
szózatával	archangel	1.0	1
szökdelve	leaping	1.0	1
szövetség	covenant	0.875	14
szövetségeitől	covenants	1.0	1
szövetségek	covenants	1.0	1
szövetségemben	covenant	1.0	1
szövetségemet	covenant	1.0	1
szövetséget	covenant	1.0	3
szövetségnek	covenant	1.0	5
szövetségéről	covenant	1.0	1
szövetségét	covenant	1.0	1
szövétnek	lamp	1.0	1
szúnyogot	strain	1.0	1
szükség	further	1.0	1
szükségben	distresses	0.5	1
szüksége	need	0.3846	5
szükséged	need	1.0	1
szükségeire	contributing	1.0	1
szükségeket	someone	1.0	1
szükségem	need	1.0	2
szükségemben	worker	1.0	1
szükségemre	need	1.0	1
szükséges	must	0.3478	8
szükségesebb	needful	1.0	1
szükségesek	necessary	1.0	1
szükségesnek	thought	1.0	2
szükséget	lack	0.5	1
szükségetek	need	0.8333	5
szükségeteket	need	0.5	1
szükségképen	necessity	1.0	1
szükségleteiről	necessities	0.5	1
szükségletek	necessary	1.0	1
szükségtelen	need	1.0	1
szükségét	lack	1.0	1
szükségük	need	0.6667	4
szükségünk	need	0.8571	6
szül	birth	0.3333	3
szülei	parents	0.8182	9
szüleik	parents	1.0	2
szüleiknek	parents	1.0	2
szüleit	parents	1.0	2
szüleiteknek	parents	1.0	2
született	born	0.8333	20
születettek	born	0.5	1
születhetik	can	1.0	1
születik	born	0.6667	2
születnetek	anew	1.0	1
születtek	born	0.6667	2
születtem	born	0.75	3
születtetek	again	1.0	1
születtél	sins	1.0	1
születtünk	immorality	0.5	1
születése	his	1.0	3
születésnapját	came	1.0	1
születésének	birth	1.0	1
születésétől	birth	0.3333	1
szülnek	strife	1.0	1
szülni	birth	1.0	1
szülsz	bear	0.5	1
szült	birth	0.4286	3
szülte	birth	1.0	2
szültek	bore	1.0	1
szültelek	become	1.0	2
szültem	my	1.0	1
szülési	birth	1.0	2
szülésének	give	1.0	2
szülök	travail	1.0	1
szülöttnek	someone	1.0	1
szülő	before	0.3333	1
szülők	parents	1.0	3
szülőknek	parents	1.0	1
szünet	night	1.0	1
szüntelen	unceasing	0.25	2
szüntelenül	ceasing	0.3333	2
szüntethetitek	overthrow	1.0	1
szüntükhét	exhort	1.0	1
szüret	fruit	1.0	1
szürkületkor	dark	1.0	1
szüzek	virgins	1.0	2
szüzet	virgin	1.0	1
szőlő	vineyard	0.6667	2
szőlőbe	vineyard	1.0	2
szőlőből	vineyard	1.0	2
szőlőit	threw	1.0	1
szőlőjébe	vineyard	1.0	2
szőlőjében	vineyard	1.0	1
szőlőjének	vine	1.0	1
szőlőmben	vineyard	1.0	1
szőlőműves	farmer	1.0	1
szőlőn	him	1.0	1
szőlőnek	vineyard	1.0	5
szőlőt	vineyard	0.5	6
szőlőtő	vine	1.0	2
szőlőtőkén	vine	1.0	1
szőlőtőkének	fruit	1.0	2
szőlőtőnek	fruit	1.0	1
szőlővessző	branch	1.0	2
szőlővesszők	branches	1.0	1
szőlővesszőt	branch	1.0	1
szőnek	toil	1.0	1
szőrzsák	hair	1.0	1
szőttek	made	1.0	1
szőtték	conspiracy	1.0	1
szűken	sparingly	1.0	2
szűkkeblűek	restricted	1.0	1
szűkölködtem	serve	1.0	1
szűkölködésem	speak	1.0	1
szűkölködést	need	1.0	1
szűkölködő	neither	1.0	1
szűkölködők	nothing	1.0	1
szűkölködőnek	need	1.0	1
szűnik	stops	1.0	1
szűnni	passing	1.0	1
szűnsz	cease	0.5	1
szűnt	ceased	1.0	1
szűntek	stopped	1.0	1
szűntem	with	1.0	1
szűnök	cease	1.0	1
szűnünk	cease	1.0	1
szűz	virgin	0.6667	2
szűzhöz	virgin	0.5	1
szűznek	whose	1.0	1
sáfár	manager	0.5	2
sáfára	manager	0.5	1
sáfárai	managers	1.0	1
sáfárait	mysteries	1.0	1
sáfárkodjatok	serving	1.0	1
sáfároktól	required	1.0	1
sáfárságodról	accounting	0.5	1
sáfárságot	strength	1.0	1
sáfárságtól	removed	1.0	1
sáfárt	manager	1.0	1
sálem	salem	1.0	2
sámsonról	barak	1.0	1
sámuel	samuel	1.0	1
sámuelről	samuel	1.0	1
sámueltől	samuel	1.0	1
sáncot	throw	1.0	1
sándor	alexander	1.0	2
sándort	out	1.0	1
sánta	lame	0.5714	4
sánták	lame	1.0	5
sántákat	blind	1.0	3
sántán	enter	0.5	1
sár	wallowing	1.0	1
sára	sarah	1.0	2
sárkánnyal	war	1.0	1
sárkány	dragon	1.0	11
sárkányt	dragon	1.0	2
sáronban	sharon	1.0	1
sárának	sarah	1.0	1
sáska	locusts	1.0	1
sáskák	locusts	0.5	2
sáskát	locusts	1.0	1
sátor	tabernacle	1.0	2
sátora	dwelling	1.0	1
sátorba	tabernacle	1.0	1
sátorban	holy	0.3333	1
sátorkészítők	makers	0.3333	1
sátornak	tabernacle	1.0	1
sátoron	creation	1.0	1
sátoros	booths	1.0	1
sátort	tabernacle	0.75	3
sátorunk	tent	1.0	1
sátorának	tabernacle	1.0	1
sátorát	dwelling	1.0	1
sátra	testimony	1.0	1
sátrakban	dwelling	1.0	1
sátrat	tents	1.0	1
sátrát	tabernacle	1.0	3
sátán	satan	0.9	27
sátánhoz	turned	1.0	1
sátánnak	satan	0.75	3
sátánt	satan	0.6667	4
sémé	shem	1.0	1
sérelmeket	toward	1.0	1
sérelmet	wrong	0.5	1
sértett	suffered	1.0	1
sértő	cause	1.0	1
sété	seth	1.0	1
síkságon	level	0.5	1
sínai	angel	0.5	1
sínylődtek	possessed	1.0	1
sípoltunk	flute	1.0	1
sípolókat	flute	0.5	1
sír	tomb	0.5	3
sírba	tomb	1.0	7
sírban	hades	0.6667	2
sírbolt	door	1.0	2
sírboltba	tomb	1.0	2
sírbolthoz	tomb	1.0	1
sírboltokban	tombs	1.0	3
sírboltokból	tombs	1.0	2
sírbolttól	tomb	1.0	1
sírból	tomb	1.0	1
síremlékeiket	tombs	1.0	1
sírhoz	tomb	1.0	9
sírj	cry	0.5	1
sírja	tomb	1.0	1
sírjait	decorate	1.0	1
sírjatok	weep	0.8571	6
sírjon	weep	1.0	1
sírjába	tomb	1.0	1
sírnak	mourn	0.3333	1
sírni	weep	0.5	2
sírnál	tomb	1.0	2
sírnának	rejoice	1.0	1
sírok	hidden	0.5	1
sírokból	tombs	1.0	1
sírokhoz	tombs	1.0	1
sírral	opposite	0.5	1
sírról	tomb	1.0	2
sírsz	weeping	1.0	2
sírt	tomb	0.5	3
sírtak	weeping	0.6667	2
sírtam	much	1.0	1
sírtatok	lament	0.5	1
sírtok	weep	0.6667	2
sírtól	tomb	1.0	2
sírva	weeping	0.8	4
sírás	weeping	1.0	7
sírásra	wept	1.0	2
sírókkal	weep	1.0	1
só	salt	1.0	6
sóhajtozunk	groan	1.0	2
sója	but	1.0	1
sós	water	1.0	1
sóval	seasoned	1.0	2
sóvárogjátok	earnestly	1.0	1
sóvárogva	evil	0.5	1
sózatik	with	0.5	2
sózzák	salted	0.5	1
sötét	dark	0.5	3
sötétben	darkness	1.0	1
sötétség	darkness	0.9474	18
sötétségbe	said	1.0	1
sötétségben	darkness	1.0	12
sötétségből	darkness	1.0	3
sötétséget	darkness	1.0	1
sötétséggé	turned	1.0	1
sötétséghez	fire	1.0	1
sötétségnek	darkness	1.0	3
sötétségre	darkness	1.0	3
sötétségé	darkness	1.0	1
sötétségének	rulers	1.0	1
sötétüljön	darkened	1.0	1
súgva	whispered	0.5	1
sújtja	book	0.5	1
sújtom	kill	1.0	1
sújtson	strike	1.0	1
súlyos	grievous	0.5	1
súlyosabb	receive	0.4286	3
súlyosak	weighty	1.0	1
süketek	deaf	1.0	2
süllyednek	further	1.0	1
sült	broiled	1.0	1
sürgették	urgent	1.0	1
sürgős	meet	1.0	1
sőt	but	0.4754	29
sűrű	burned	1.0	1
tabernaeig	taverns	1.0	1
taddeusnak	also	0.5	1
tag	member	0.8	4
tagadd	also	1.0	1
tagadhatja	deny	1.0	1
tagadhatjuk	deny	1.0	1
tagadja	after	0.3333	3
tagadják	deny	0.6667	2
tagadlak	deny	1.0	2
tagadsz	denied	0.5	1
tagadta	denied	0.6667	4
tagadtad	deny	1.0	2
tagadták	denied	1.0	1
tagja	members	0.75	3
tagjai	members	1.0	7
tagjaid	members	1.0	2
tagjaimban	members	1.0	2
tagjainak	less	1.0	1
tagjaink	defiles	1.0	1
tagjait	members	0.5	1
tagjaitokat	members	0.6667	2
tagjaivá	members	1.0	1
tagnak	members	0.5	1
tagok	members	0.75	3
tagokat	each	0.5	1
tajtékozott	foaming	0.5	1
tajtékozók	shame	1.0	1
tajtékzik	foams	1.0	2
takargassa	become	1.0	1
takarja	container	1.0	1
takarnak	barns	1.0	1
takarta	around	0.3333	1
takarítja	wheat	1.0	1
takarítsátok	gather	1.0	1
talentum	talent	1.0	1
talentuma	talents	1.0	1
talentummal	talents	1.0	1
talentumodat	talent	1.0	1
talentumot	talents	0.7692	10
talitha	talitha	1.0	1
talpalatnyi	much	1.0	1
talál	find	0.3077	4
találhasson	habitation	1.0	1
található	craftsman	1.0	1
találhatók	found	1.0	1
találja	finds	0.6	3
találjanak	against	0.5	1
találjon	find	1.0	2
találjuk	find	1.0	1
találjunk	help	1.0	1
találják	all	0.5	1
találkozott	found	0.25	2
találkoztak	found	1.0	2
találkoztam	worship	1.0	1
talállak	found	1.0	1
találnának	unprepared	1.0	1
találod	all	1.0	1
találok	find	0.8	4
találsz	coin	1.0	1
talált	found	0.8	12
találta	found	0.9	9
találtad	false	0.5	1
találtak	found	0.6429	9
találtam	found	0.875	7
találtassam	found	1.0	1
találtasson	at	1.0	1
találtassunk	naked	1.0	1
találtatott	found	1.0	2
találtatunk	servant	1.0	1
találtok	find	1.0	12
találtuk	found	0.6667	2
találtunk	found	1.0	3
találták	found	0.5882	10
találtál	favor	1.0	1
találunk	find	1.0	1
találóan	well	1.0	1
talán	perhaps	0.5	5
tamás	thomas	0.8889	8
tamásnak	thomas	1.0	1
tamást	thomas	1.0	2
tanakodni	reason	0.5	1
tanakodtak	reasoned	0.6	6
tanakodtok	reason	0.6667	2
tanakodva	questioning	1.0	1
tanulatlanok	ignorant	1.0	1
tanulhatta	learn	1.0	1
tanuljon	learn	1.0	2
tanulják	let	1.0	2
tanuljátok	learn	1.0	3
tanulnak	learning	1.0	1
tanulságunkra	admonition	0.3333	1
tanult	learned	0.5	1
tanulta	educated	1.0	1
tanultad	learned	1.0	1
tanultatok	learned	0.6667	2
tanultál	learned	1.0	1
tanultátok	you	0.6667	2
tanyáztak	watch	1.0	1
tanáccsal	council	1.0	2
tanács	council	1.0	9
tanácsa	both	0.3333	1
tanácsadója	counselor	1.0	1
tanácsban	council	1.0	2
tanácsbeli	council	0.5	1
tanácskozni	consider	1.0	1
tanácskoztak	conspired	0.5	1
tanácskoztam	confer	1.0	1
